ins,tw,text,location1,location2
melodylovejoy88,Mermaid_M3LODY,@GoldCoastNurse @TAbbottFreeZone @qldnursesunion http://t.co/clUgC7j7Em,138.5973152,-34.9413791
melodylovejoy88,Mermaid_M3LODY,"""@JulieWines: http://t.co/a7KBXMVs18"" @TonyAbbottMHR  I invite the Comarison",138.5973191,-34.9413727
melodylovejoy88,Mermaid_M3LODY,@AdamBandt on you bandt!  Take a stand for all those who fundamentally care only for $ and not people and our one and only earth!!!,138.5977711,-34.9417073
melodylovejoy88,Mermaid_M3LODY,Myb we cld train jseekers in rnwbl nnrg systms @SenatorLudlam boycott abbott n start raising funds ourselves. 30m+ als #greenbucketchallenge,138.5975611,-34.9415306
melodylovejoy88,Mermaid_M3LODY,@mcleetonii @amandamersconi Ah the mysteries slowly unwind. Basically.  We do what's cool and what people tell us...clive is so cool man not,138.5974134,-34.9414317
melodylovejoy88,Mermaid_M3LODY,Or what a cu...kanye,138.5974249,-34.9414254
melodylovejoy88,Mermaid_M3LODY,@leithballs @MarchAustralia  http://t.co/clUgC7j7Em,138.5975018,-34.9414412
melodylovejoy88,Mermaid_M3LODY,@ascottkoba @amandamersconi they're his frenemies.  Rine breaking harts.  Abbott budget ball buster. Murdoch misery guts. war is money makin,138.5974887,-34.9414187
melodylovejoy88,Mermaid_M3LODY,@IntuitiveGal1 religion for atheists. Great book.,138.597355,-34.9414039
melodylovejoy88,Mermaid_M3LODY,@Zanukah,138.597356,-34.9414009
melodylovejoy88,Mermaid_M3LODY,@Zanukah http://t.co/clUgC7j7Em,138.597356,-34.9414009
melodylovejoy88,Mermaid_M3LODY,Where is integrity. We should all be questioning government agenda for budget. Make cuts make money make war,138.5973775,-34.9414033
melodylovejoy88,Mermaid_M3LODY,@billshortenmp @TonyAbbottMHR @cpyne go son!,138.5973722,-34.9413954
melodylovejoy88,Mermaid_M3LODY,@HumanityNeeds only issue is after a revolution there's chaos in 100000 different ideas. Structured revolution and love.,138.597351,-34.9413926
melodylovejoy88,Mermaid_M3LODY,@davidbewart @smokingJoeBlow he's most likely only intrsted in the oil n coal on indigenous land n making money of their people's ancestors,138.5973536,-34.9413734
melodylovejoy88,Mermaid_M3LODY,@margokingston1 coal wants to live and be left alone in the ground. The sun wants to shine and energize.,138.5973927,-34.9413946
melodylovejoy88,Mermaid_M3LODY,@quotsuneed @DrGolightly @TonyAbbottMHR,138.5974065,-34.9414041
melodylovejoy88,Mermaid_M3LODY,@StuartMckenzi10 @itsmarkbishop @fedupofpollys power is in people not a person. If we fuel his ignorance with hate he gets our fear in retrn,138.5974012,-34.9413968
melodylovejoy88,Mermaid_M3LODY,@ascottkoba @NedHector time for a job change,138.5973999,-34.9413927
melodylovejoy88,Mermaid_M3LODY,2 rgstr a pltcl prty must hav a cnstion outling basis of party n ethr at lst 1 mber in Prlimnt or 500 mbrs on elctral roll Parties,138.5973952,-34.9413914
melodylovejoy88,Mermaid_M3LODY,@Mermaid_M3LODY @DrGolightly @AnnoyingRants1 @ChristineEwing7,138.5974052,-34.941394
melodylovejoy88,Mermaid_M3LODY,"@tmenshandbook find the one worth falling for, hard",138.5974034,-34.9413925
melodylovejoy88,Mermaid_M3LODY,@DrGolightly @fedupofpollys they found a way to make money off it. Wealth isnt a bad thing but we can all be enriched wth no social classing,138.5974164,-34.941393
melodylovejoy88,Mermaid_M3LODY,@fedupofpollys @triplejHack and all you need is love. Equality for all! Not just feminism. Being a decent fucking human being.,138.5974003,-34.9413743
melodylovejoy88,Mermaid_M3LODY,@AnnoyingRants1 @DrGolightly @fedupofpollys Eggcellent,138.5973628,-34.9413726
melodylovejoy88,Mermaid_M3LODY,@DrGolightly @amandamersconi @SirThomasWynne...you mean like how funeral homes do it? Death and taxes...1 thing in life guaranteed,138.5974381,-34.9414097
melodylovejoy88,Mermaid_M3LODY,@DrGolightly @AnnoyingRants1 @1Hendorable1 @fedupofpollys agree. https://t.co/Dei5rmVLrw,138.5974267,-34.9413962
melodylovejoy88,Mermaid_M3LODY,@IntuitiveGal1 giraffe?,138.5974312,-34.9413987
melodylovejoy88,Mermaid_M3LODY,In 1788? ths lnd deemed terra nullas. aborigine peoples not deemed a government body. Can I abandon our government and start my own country?,138.5974626,-34.9414033
melodylovejoy88,Mermaid_M3LODY,@AnnoyingRants1 @fedupofpollys @DrGolightly someone who can say no. 2 many say what I need to pollys 2 keep happy.,138.5974598,-34.9413951
melodylovejoy88,Mermaid_M3LODY,@AmandaRishworth @amandamersconi enroll now so you too can retire when you dead.,138.5974371,-34.9413896
melodylovejoy88,Mermaid_M3LODY,@smokingJoeBlow @davidbewart of course I am. Every time he hears a cash register kaching he gets a hard on. Small men big wallets.,138.5974571,-34.9413933
melodylovejoy88,Mermaid_M3LODY,@fedupofpollys @AnnoyingRants1 @DrGolightly Amen.  Perhaps it's time to start the people party. Back bench the Shit out of politics,138.5974668,-34.9414047
melodylovejoy88,Mermaid_M3LODY,@AnnoyingRants1 @fedupofpollys @DrGolightly what we need is someone with integrity and someone who knows that they are only but there word.,138.5974692,-34.9413991
melodylovejoy88,Mermaid_M3LODY,Next topic. @DrGolightly,138.5974816,-34.9414045
melodylovejoy88,Mermaid_M3LODY,@afcoory @fedupofpollys http://t.co/FCQbqkgozf,138.5974924,-34.9414089
melodylovejoy88,Mermaid_M3LODY,@mezla @itsmarkbishop government. Governs your mentality with propaganda from people like this. Wake. Up.,138.5975022,-34.9414096
melodylovejoy88,Mermaid_M3LODY,@Magpie1954nBird i have 70 dollars a week to live on. Hello usa grade medical services.,138.5975062,-34.9413974
melodylovejoy88,Mermaid_M3LODY,@OliviaIllyria @fedupofpollys that's it. This is abt all that ofnds me I hve capacity 2 4give. Wrds are all we have don say stupid shit.,138.5974654,-34.941382
melodylovejoy88,Mermaid_M3LODY,@DrGolightly @AnnoyingRants1 @1Hendorable1 @fedupofpollys http://t.co/ofNPyc8TaK oops,138.5974764,-34.9413833
melodylovejoy88,Mermaid_M3LODY,@DrGolightly @AnnoyingRants1 @ChristineEwing7 or...what a cu...kayne,138.5974305,-34.9413726
melodylovejoy88,Mermaid_M3LODY,#msm #news #whatsevengoingon http://t.co/fX5W3E9pAk,138.5974958,-34.9413644
melodylovejoy88,Mermaid_M3LODY,@DrGolightly @AnnoyingRants1 @fedupofpollys as in new world order? Just what we need. Maybe a little less .:.,138.5975219,-34.9414384
melodylovejoy88,Mermaid_M3LODY,@AnnoyingRants1 the onus is on the people of australia for an attitude adjustment and a collaboration of same ideals and true community,138.5975326,-34.9414267
melodylovejoy88,Mermaid_M3LODY,Twitter rage over. Goodnight revolutionaries,138.5975568,-34.9414304
melodylovejoy88,Mermaid_M3LODY,I struggle to believe he actually was voted in. I smell a conspiracy.,138.5975958,-34.9414644
melodylovejoy88,Mermaid_M3LODY,@AnnoyingRants1 @fedupofpollys economy contributer!,138.5975393,-34.9414066
melodylovejoy88,Mermaid_M3LODY,@SirThomasWynne our defining moment is when this lot are 6 feet under and we have reconciliation referendum revolution and equal rights,138.5975448,-34.9414012
melodylovejoy88,Mermaid_M3LODY,@AnnoyingRants1 @fedupofpollys @DrGolightly we lrnt media is prpagatin. 50 million tune in to tv. We can speak truth n boycott Murdoch media,138.5975432,-34.9413948
melodylovejoy88,Mermaid_M3LODY,"""@SpacePornx: NASA captures Guatemala volcano erupting from space .  http://t.co/wTHpzugOOg"" @smhrst",138.5975462,-34.9413976
melodylovejoy88,Mermaid_M3LODY,@fedupofpollys @itsmarkbishop even John Howards embarrassed.,138.5975139,-34.9413895
melodylovejoy88,Mermaid_M3LODY,@GayCarBoys @jcalabra @SabThedurhamox @AussiemacJ doesn't take much.,138.5975242,-34.9413901
melodylovejoy88,Mermaid_M3LODY,@Mamamia all the discrimination and ism's are a phenomenon of social classing.,138.5975416,-34.9413852
melodylovejoy88,Mermaid_M3LODY,@itsmarkbishop @fedupofpollys actually I couldn't even consider Abbotts government liberal. Liar-brals,138.5975505,-34.941404
melodylovejoy88,Mermaid_M3LODY,@rulefortherich there's a lot of unjustifiable spnding.dsnt matter who did it. I'm sure pollies r wrth alot but we dnt get bang for out buck,138.5975612,-34.9413977
melodylovejoy88,Mermaid_M3LODY,What came first  the chicken or the egg? They are nothing without each other #redshield http://t.co/WGF5ICTPHX,138.5975877,-34.9413978
melodylovejoy88,Mermaid_M3LODY,@WorkcoverVictim is evy1 smkin crck? srsly wtf budget mny crsis How abt tax the bigst resourcs in our nation since we already exploit them.,138.5975882,-34.9413975
melodylovejoy88,Mermaid_M3LODY,@amandamersconi @DrGolightly @SirThomasWynne well cnsidrng all my tax pays 4 mil to gov employees to use fb n forums 2 propagate gov support,138.5975798,-34.9413915
melodylovejoy88,Mermaid_M3LODY,@baxters oh uno same. #save the #refugees. Fuck the gov . #ABBOTT lies some more.  #War around #world. And #twitter told me 2 use more #,138.5975197,-34.9413589
melodylovejoy88,Mermaid_M3LODY,@AnnoyingRants1 @fedupofpollys on a lighter note. I'm off to teach esl to refugees and take some action on the humanities I stand for,138.5975958,-34.9413995
melodylovejoy88,Mermaid_M3LODY,It's decided @TheOnion is about as accurate as it gets in its satire sassy ways,138.5976025,-34.9413986
melodylovejoy88,Mermaid_M3LODY,tend to agree but I'm sre for debate purposes we can comeup with sme intellectual terminology Like ur such an abbott. Or don't be a hockey.,138.5976013,-34.9413945
melodylovejoy88,Mermaid_M3LODY,#trending is a funny thing,138.5976312,-34.9413995
melodylovejoy88,Mermaid_M3LODY,@triplejHack @fedupofpollys where does homophobia stand in 2014. It doesn't.  My theory is men of abuse have irrational fears of homosexualy,138.5976066,-34.9413815
melodylovejoy88,Mermaid_M3LODY,@UniteBlueKS Amen!  @TonyAbbottMHR  threatens australia lively hood,138.5976368,-34.9414084
melodylovejoy88,Mermaid_M3LODY,@AdamBandt hello let's chat,138.5976563,-34.9413976
melodylovejoy88,Mermaid_M3LODY,@geeksrulz @MarchAustralia #adelaide don't get 2 b there but hve faith in aust to take a stand and roar 4 their rights to fascist free gov.,138.5976681,-34.9414039
melodylovejoy88,Mermaid_M3LODY,#revolution what are we doing wrong compared to other nations. What do you want for your country.,138.5976698,-34.9414045
melodylovejoy88,Mermaid_M3LODY,#blooddonation #australianredcross #savinglives #ABpositive #goodvibes http://t.co/tkEILIDNUg,138.5976554,-34.9413925
melodylovejoy88,Mermaid_M3LODY,@WorkcoverVictim no pension? No super? Aging population. Ww3.  Poverty. No health care. Dodgy business. No more mining tax and no rnwbl nrg.,138.5976687,-34.9413925
melodylovejoy88,Mermaid_M3LODY,There aient no party like a chipati.,138.5976758,-34.941393
melodylovejoy88,Mermaid_M3LODY,@SenatorSiewert @Greens working in indigenous communities and seeing health first hand. Amen sister! 1 step closer to equal health care!,138.5976911,-34.9416459
melodylovejoy88,Mermaid_M3LODY,@MGliksmanMDPhD cuz I have a nice ass..et n some sweet lungs I want to parade around. Or cover up. Depending.  Freedom to express as u pls,138.5977418,-34.9414626
melodylovejoy88,Mermaid_M3LODY,@freeradicalone @amandamersconi fkn disgusting. Who thought this happened in australia.,138.5976793,-34.9414378
melodylovejoy88,Mermaid_M3LODY,"Tyranny!  Politicians don't dock salaries. They clear reefs for friends backyard extensions. ""donations"" required",138.5977026,-34.9414418
melodylovejoy88,Mermaid_M3LODY,@AstronomicAspir @AnnoyingRants1 what?,138.5976917,-34.9414209
melodylovejoy88,Mermaid_M3LODY,@Vic_Rollison @ChristineEwing7,138.5977295,-34.9414213
melodylovejoy88,Mermaid_M3LODY,@geeksrulz when you get to the millions. What the Fuck can you even spend that money on anymore. I live off 70 a week. And I live royal,138.5977426,-34.9414171
melodylovejoy88,Mermaid_M3LODY,"@NedHector the pnt of the budget was war It's been the agenda b4 he was pm. y did thy back $ in2 campaigns so ""they"" can have their wargasm.",138.5977827,-34.9414652
melodylovejoy88,Mermaid_M3LODY,@NicholsUprising @ClementsIra I'm sad cuz  I'm in aus. And you guys get nothing for your efforts. World demands supply. World shld pay 20/hr,138.5978041,-34.9414499
melodylovejoy88,Mermaid_M3LODY,@YourAnonNews @tibettruth must not bow...down...must find truth...love must prevail.  Ooh sparkly polly promise. Oh hail gov,138.5977733,-34.9414286
melodylovejoy88,Mermaid_M3LODY,"@GuardianAus NO #tax to #encourage #lower #emissions n
NO#pressure to make #employers #pay #super NO #pension dictors say NO @TonyAbbottMHR",138.5977815,-34.941421
melodylovejoy88,Mermaid_M3LODY,@FakeChrisPyne trouble is he believes this. God forbid she's poor and doesn't have a car,138.5978038,-34.9414219
melodylovejoy88,Mermaid_M3LODY,@1Hendorable1 @fedupofpollys @AnnoyingRants1 @DrGolightly trouble is voting agreements to direct our seats elsewhere n uth dnt value thevote,138.5978236,-34.9414175
melodylovejoy88,Mermaid_M3LODY,@YourAnonNews Nah Fuck em. Want to troll prepare for argument.  Devils advocate? Let me at em. I make even the toughest trolls cry,138.5978461,-34.9414197
melodylovejoy88,Mermaid_M3LODY,@theTiser losses. Happen. But ultimately how much in profit are they? Losses are based on their forecasting,138.5976906,-34.9414066
melodylovejoy88,Mermaid_M3LODY,@ChristineEwing7 @AnnoyingRants1 @DrGolightly it's not cool to call names. We do it. We mean it.We do it. We don't mean it. We r all hypoctl,138.5976949,-34.9414005
melodylovejoy88,Mermaid_M3LODY,@toucan_toucan @fedupofpollys @KoalaRabies @ActOnClimate omfg let vote you in Parliament now now now I love your work biggest fan,138.5977076,-34.941415
melodylovejoy88,Mermaid_M3LODY,@ChristineEwing7 @AnnoyingRants1 @DrGolightly then why bother tweet at all? Media puts public image of Gillard negative  leading to election,138.5977098,-34.9414121
melodylovejoy88,Mermaid_M3LODY,@Peter_Fitz should have kept carbon tax and had closer monitoring of emmisions. Enjoy the rainnnnnnnnnnn,138.5977139,-34.9414082
melodylovejoy88,Mermaid_M3LODY,"#war #australia # politics #history ""history repeats itself, first as tragedy, then as farce"" Karl marx",138.5976958,-34.9413894
melodylovejoy88,Mermaid_M3LODY,@fedupofpollys too many degree farms not enough skilled. Job seekers trained in rnwbl nrg systms. Two birds one stone,138.5977126,-34.941393
melodylovejoy88,Mermaid_M3LODY,@felft @fedupofpollys why shout? Roar. Revolution,138.5977073,-34.9413769
melodylovejoy88,Mermaid_M3LODY,@bugwannostra @geeksrulz @LennaLeprena money is the route of all evil @JoeHockey,138.5977354,-34.9414086
melodylovejoy88,Mermaid_M3LODY,@SenatorLudlam @TonyAbbottMHR,138.5977425,-34.9414055
melodylovejoy88,Mermaid_M3LODY,@theTiser yeah..Poor guy. Dog bites.  After shooting spree...act of violence leads to apprehension,138.5977422,-34.9413985
melodylovejoy88,Mermaid_M3LODY,@smh 1 in 5 boys under 13 are sexually assaulted too.,138.5977581,-34.9414117
melodylovejoy88,Mermaid_M3LODY,I just want to cry and give up. What's the point of having a family or a life I'm just a poor price of Shit.  @TonyAbbottMHR,138.5977344,-34.9413871
melodylovejoy88,Mermaid_M3LODY,@AnnoyingRants1 @DrGolightly @fedupofpollys wheris Julia now? Shes not in the papersTnxMurdoch  Gillard who?  Apprntly she was a real bitch.,138.5977265,-34.9413805
melodylovejoy88,Mermaid_M3LODY,@AnnoyingRants1 more in hospitality too. At least they have work ethics and often money went to families not lifestyle,138.5977643,-34.9413884
melodylovejoy88,Mermaid_M3LODY,We #want #newgov #medicare #refugee #scienceminister #superannuation #sustainable #renewable #energy #carbontax #miningtax #local #govsupprt,138.5977667,-34.941415
melodylovejoy88,Mermaid_M3LODY,@gorgeousdunny1 @TonyAbbottMHR. Who wants 2 be a racist neway u live ur lyf in fear angr hate n clsd mndd If ur non dscrmrry u c ppl n love.,138.5977691,-34.9414036
melodylovejoy88,Mermaid_M3LODY,@SKPMAS @1Hendorable1 @AnnoyingRants1 @fedupofpollys @DrGolightly do u ever read Murdoch  tweets.,138.5977859,-34.9414032
melodylovejoy88,Mermaid_M3LODY,@ChilOutRevived @scottmorrison how many for lives have to end? Lively hoods murdered freedom oppressed and rights #revoked 2b human is #love,138.5978031,-34.9414153
melodylovejoy88,Mermaid_M3LODY,@lovemakesaway #children in #detention is #criminal #right to #safety #healthcare #donotdetain #enoughtogoround #refugee #builds #australia,138.5977921,-34.9414031
melodylovejoy88,Mermaid_M3LODY,@lovemakesaway @OzRefugeeCounc #detention is making #refugee #detainee #right to #love and #live # safe #should be #gov #agenda,138.5977921,-34.9414029
melodylovejoy88,Mermaid_M3LODY,@DrScienceCat needed that laugh,138.5978047,-34.9414017
melodylovejoy88,Mermaid_M3LODY,@freeradicalone hnstly I wld b a nrs in army Purely 2 undrmne dscpln lead way 4 vlnce free Defense force How do those 2 words even go 2geta,138.597805,-34.9414016
melodylovejoy88,Mermaid_M3LODY,"@Simon_Cullen ooohhhhh the plot thickens. A letterhead and a statement is one thing,  but what we're the actual ""purposes"" 4 the dntn then?",138.5977973,-34.9413984
melodylovejoy88,Mermaid_M3LODY,@AnnoyingRants1 @ChristineEwing7 @DrGolightly equality= love for family friends and lover no jdgmt or cnmpt.  N have love 4 all this way.,138.5977801,-34.9413906
melodylovejoy88,Mermaid_M3LODY,@ChristineEwing7 @AnnoyingRants1 @DrGolightly now it's like. Gillard who. Cynicism.,138.5978061,-34.9413928
melodylovejoy88,Mermaid_M3LODY,Now that I've contributed 15k+ from loss of super. Please use what u robbed me 4 dtntn cntr children release.  @lovemakesaway,138.5978232,-34.9414146
melodylovejoy88,Mermaid_M3LODY,@australian :-((((((,138.5978274,-34.9414057
melodylovejoy88,Mermaid_M3LODY,@Humanrights_age Woo!,138.5978247,-34.9413954
melodylovejoy88,Mermaid_M3LODY,I've seen some stuff Mannnnnn... (Y),138.5978395,-34.9414143
melodylovejoy88,Mermaid_M3LODY,#boycott #abbott #auspol I can only ask that employers still contribute to our future and make the choice to pay super ^ despite it all.,138.5978368,-34.9414064
melodylovejoy88,Mermaid_M3LODY,Just #drank #filtered #detergant #water who even leaves it cleaning in a jug over night? #hiccup #bubbles.  I feel sick :-(,138.5978387,-34.9413976
